"twitter account","LABEL","Valid","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"occupydemocrats","clickbait","Yes","Grassroots political organization and information website dedicated to the goals of the Occupy movement and progressive Democrats. https://t.co/B5sJVNesgZ",16202,33072,4653,11,"http://t.co/jC5PkNeScs","Occupy Democrats","2012-10-13T17:12:40Z","FALSE","FALSE","OccupyDemocrats","United States","en",878284831,633,"FALSE","http://pbs.twimg.com/profile_images/798546872348577793/XZXel8_T_normal.jpg"
"offguardian0","propaganda","Yes","Monitoring the post-Snowden decline of the Guardian, and questioning prevailing media narratives",3979,5345,732,751,"http://t.co/CcTN6lRlUR","OffGuardian","2015-04-16T00:34:04Z","FALSE","FALSE","OffGuardian0",,"en",3171668783,108,"FALSE","http://pbs.twimg.com/profile_images/635274289655189504/4GN9SBiR_normal.jpg"
"opednews","propaganda","Yes","OEN's Progressive news and opinion Article Feed. Also see @robkall on twitter. #OWS #whistleblower #electionreform #P2  email rob@opednews.com",65300,3187,5,367,"http://t.co/pAbopcTQoV","opednews","2008-09-30T02:06:12Z","FALSE","FALSE","opednews","Newtown, PA","en",16522257,259,"FALSE","http://pbs.twimg.com/profile_images/61015954/oenearthlogo_normal.gif"
"orientalreview","propaganda","Yes","Open Dialogue Research Journal",819,233,8,275,"http://t.co/wB6l1bG4Xs","Oriental Review","2010-03-06T21:23:16Z","FALSE","FALSE","orientalreview","Moscow","en",120569169,18,"FALSE","http://pbs.twimg.com/profile_images/3404954076/fa2e7e335782f92131d4bb46ea250e47_normal.jpeg"
"other98","clickbait","Yes","We're a non-profit fighting for economic justice & corporate accountability.",4802,16748,742,739,"http://t.co/jAG1UbVcjr","The Other 98%","2010-03-18T18:22:26Z","FALSE","FALSE","other98","The United States of America","en",124234862,543,"FALSE","http://pbs.twimg.com/profile_images/842051369490034690/Ihb3aLc0_normal.jpg"
"pakalert","clickbait","Yes","Pakalertpress.com is the research project that turned out as one of the most popular alternative news publishers over Internet. Follow us and spread the word..",40364,8962,190,2273,"http://www.pakalertpress.com/","Pakalert Press","2008-11-03T05:54:01Z","FALSE","FALSE","pakalert",,"en",17126662,173,"FALSE","http://pbs.twimg.com/profile_images/511353959/logo_small2_normal.jpg"
"paulcraigrobert","propaganda","Yes","Former editor and columnist for the Wall Street Journal, Business Week, and Scripps Howard News Service. Now, chairman of The Institute for Political Economy.",6294,7148,3254,866,"http://t.co/vabEcBO45t","PaulCraigRoberts","2013-11-26T11:49:37Z","FALSE","FALSE","PaulCraigRobert",,"en",2215592053,222,"FALSE","http://pbs.twimg.com/profile_images/378800000792846183/ad715388665b12c18854f91b3fcd3d6e_normal.jpeg"
"politicususa","clickbait","Yes","This is the official Twitter account of the home of real liberal politics http://t.co/AfPJeIFnTk",32751,58018,324,4030,"http://t.co/1JSAvM5aI1","PoliticusUSA","2008-05-15T23:31:00Z","FALSE","FALSE","politicususa","USA","en",14792049,1450,"FALSE","http://pbs.twimg.com/profile_images/747498863213240320/z-BNyLRB_normal.jpg"
"pravdaru","propaganda","Yes","В чем сила, брат? В Правде!:)",205729,106589,303,865,"http://t.co/4MdFWPggJw","Pravda.ru","2009-04-22T06:50:47Z","FALSE","FALSE","PravdaRu","55.768543,37.666014","ru",34209920,1138,"FALSE","http://pbs.twimg.com/profile_images/1302931996/__________normal.png"
"prepperwebsite","propaganda","Yes","Bringing you the best in #Preparedness, #Survival, #Homesteading #Self-Reliance, #Bushcraft, #Altnews #Prepper
#PODCAST - https://t.co/TY6mFoQBvS",56701,11068,682,50,"http://t.co/rzyNqH7pra","PrepperWebsite","2011-09-19T00:39:33Z","FALSE","FALSE","PrepperWebsite","Republic of Texas ","en",375932471,424,"FALSE","http://pbs.twimg.com/profile_images/422053776149602305/5lqgS0Dp_normal.jpeg"
"presstv","propaganda","Yes","Press TV is the first Iranian international news network, broadcasting in English on a round-the-clock basis.",161638,132747,2326,69,"https://t.co/uAIbpy7LZV","Press TV","2010-09-19T13:30:33Z","FALSE","TRUE","PressTV","Tehran, Iran","en",192547775,2522,"FALSE","http://pbs.twimg.com/profile_images/756908877128556544/gpBc5Ebz_normal.jpg"
"privateeyenews","hoax","Yes","Britain's best-selling news and current affairs magazine",1812,367850,149,0,"http://t.co/o4GS858Oud","Private Eye Magazine","2009-10-20T10:22:03Z","FALSE","FALSE","PrivateEyeNews","UK","en",83814679,4670,"FALSE","http://pbs.twimg.com/profile_images/2535667436/324g4clpgjbd5aw0dljm_normal.gif"
"realdailywire","propaganda","Yes","Official Twitter Feed of The Daily Wire.  Follow Editor-in-Chief @benshapiro Email Ben at bshapiro@dailywire.com
Twitter Admin: @warriorwoman91",32095,49576,1785,9959,"https://t.co/xXNB0f3lRx","The Daily Wire","2015-10-31T15:42:25Z","FALSE","TRUE","realDailyWire","California, USA","en",4081106480,530,"FALSE","http://pbs.twimg.com/profile_images/660488928240119808/QqX7ED73_normal.png"
"realdennislynch","propaganda","Yes","Host of DML DAILY REPORT webcast, Editor at https://t.co/OOS15NOBe9, Producer THEY COME TO AMERICA films. Trump Supporter. https://t.co/NAOthfsO3Y",1167,36846,15,106,"https://t.co/OOS15NOBe9","Dennis Michael Lynch","2015-11-14T02:46:40Z","FALSE","FALSE","realDennisLynch",,"en",4183248796,173,"FALSE","http://pbs.twimg.com/profile_images/665362240636215296/1nyD4a-1_normal.png"
"realnewstarget","propaganda","Yes","Get the raw truth here. #donttreadonme #MAGA #1A #2A #DTS",11857,1006,4,30,"https://t.co/LN3GjBmkq5","NewsTarget","2015-10-14T16:20:51Z","FALSE","FALSE","RealNewsTarget","USA","en",3957294317,365,"FALSE","http://pbs.twimg.com/profile_images/765615545274163200/nldRoChG_normal.jpg"
"realtruthkings","propaganda","Yes",,10725,1541,42,412,"https://t.co/s9zVAwd5kd","TruthKings","2015-10-15T23:01:54Z","FALSE","FALSE","realtruthkings",,"en",3907583365,25,"FALSE","http://pbs.twimg.com/profile_images/661258232552296448/BtlaGCf1_normal.jpg"
"redflagnews","propaganda","Yes","RFN is a U.S. based news aggregation website by J.R. Elliott. This is the official Twitter account. #RedFlagNews",56760,11617,166,403,"https://t.co/AiFWoWNrms","RedFlagNews.com","2009-07-03T04:49:30Z","FALSE","FALSE","redflagnews","United States","en",53297881,329,"FALSE","http://pbs.twimg.com/profile_images/811285017972260864/RfYI4nbv_normal.jpg"
"redstate","clickbait","Yes","RedState: Political News - Conservative Blog & Right Wing Views | Get the RedState Morning Briefing here: https://t.co/YuUXEM5tIw",43789,193547,32,517,"https://t.co/AwWAsokOkM","RedState","2007-04-01T16:25:38Z","FALSE","TRUE","RedState","Washington, D.C.","en",3135241,4785,"FALSE","http://pbs.twimg.com/profile_images/3153911530/20ba1b5b03d54f0f7fae18dcbc4f7910_normal.jpeg"
"reductress","satire","Yes","The one and only fake women's news magazine. Our book, How to Win at Feminism, is on sale now: https://t.co/PeSugZ3z22",23802,90921,1007,910,"https://t.co/4xmExyg8nG","Reductress","2013-01-14T20:04:31Z","FALSE","TRUE","Reductress","New York","en",1090026433,906,"FALSE","http://pbs.twimg.com/profile_images/413509753185128448/gvk-A4qp_normal.jpeg"
"regated","propaganda","Yes",,1927,15443,578,3,"https://t.co/gC0P1jXiz1","REGATED","2016-05-14T03:15:03Z","FALSE","FALSE","regated","United States","en",7.31321902086656E+017,109,"FALSE","http://pbs.twimg.com/profile_images/791721246505390080/IyY81-yO_normal.jpg"
"rhobbusjd","hoax","Yes","Join world renowned investigative journalist R. Hobbus, JD as he makes the jump from print to electronic journalism.",357,579,436,203,"https://t.co/vqhyagKDwI","R. Hobbus JD","2015-03-19T20:12:03Z","FALSE","FALSE","RHobbusJD","Washington, D.C.","en",3097559537,18,"FALSE","http://pbs.twimg.com/profile_images/747817554983399425/d5AZ2LCq_normal.jpg"
"rinf_community","propaganda","Yes","The RINF online community forum and open publishing newswire: http://t.co/aaPyq1rdKB",58571,987,0,6,"http://t.co/KAAuToEJOu","rinf_community","2008-09-10T07:43:34Z","FALSE","FALSE","rinf_community",,"en",16218068,83,"FALSE","http://pbs.twimg.com/profile_images/3338185400/829a004e987898fed1c952e956d44383_normal.png"
"risingpatriot","propaganda","Yes","Alternative News Site -- #politics #freedom #liberty #survival #preppers #alternatenews",8224,192,0,39,"http://t.co/OScvCGkJI4","PatriotRising.com","2013-09-18T03:24:36Z","FALSE","FALSE","RisingPatriot","Interwebs","en",1877901985,12,"FALSE","http://pbs.twimg.com/profile_images/378800000511468049/404b69552b0cfe8ac08960657e2d2218_normal.png"
"ronpaulinstitut","propaganda","Yes","Official Twitter page of the Ron Paul Institute for Peace and Prosperity",3766,19341,9,15,"http://t.co/diILtg7Z3D","Ron Paul Institute","2012-12-28T20:31:52Z","FALSE","FALSE","RonPaulInstitut",,"en",1043097751,372,"FALSE","http://pbs.twimg.com/profile_images/3539908374/6f1209cbd6791a478e65d8d03e32be8d_normal.jpeg"
"rt_com","propaganda","Yes","RT, the global news network, broadcasts from Moscow, London and Washington studios to over 100 countries.",211054,2598514,812,599,"http://t.co/bDDyvy9DmR","RT","2009-08-11T06:12:45Z","FALSE","TRUE","RT_com",,"en",64643056,20557,"FALSE","http://pbs.twimg.com/profile_images/819870660507955202/aIKukPJE_normal.jpg"
"ruptly","propaganda","Yes","International video news agency. Part of the RT global news network. https://t.co/Yp5ODY7dEk",69423,44292,1577,575,"https://t.co/crvXqeUPMN","Ruptly","2012-11-08T12:31:00Z","FALSE","TRUE","Ruptly","Berlin, Germany","en",934399189,1290,"FALSE","http://pbs.twimg.com/profile_images/760054368196501505/i4lIOXHK_normal.jpg"
"rusnewspapers","propaganda","Yes","Gathering and spreading news from various #Russian #Newspapers #news, #runews, #rusnews",16311,431,26,561,"https://t.co/Bkd59kjqUW","The Newspapers","2016-03-06T13:48:24Z","FALSE","FALSE","RusNewspapers",,"ru",7.06476526737486E+017,70,"FALSE","http://pbs.twimg.com/profile_images/710500891372208128/waXTBZcd_normal.jpg"
"russiabeyond","propaganda","Yes","Russia Beyond the Headlines - Your guide to Russia, a diverse and complex country that cannot be understood in the context of stereotypes",34253,16700,734,995,"https://t.co/8zDSqN0Dob","RBTH","2010-01-19T12:13:28Z","FALSE","TRUE","russiabeyond","Russia","en-gb",106393496,735,"FALSE","http://pbs.twimg.com/profile_images/464063256533798914/usgh2oaA_normal.png"
"russiainsider","clickbait","Yes","Louise Mensch's favorite Kremlin troll",29311,28050,1449,514,"http://t.co/F8iBnYqSvn","Russia Insider","2014-08-17T12:00:43Z","FALSE","FALSE","RussiaInsider","Moscow, Russia","en",2739596257,886,"FALSE","http://pbs.twimg.com/profile_images/509254635995930624/IE0H7oc6_normal.png"
"sanaajel","propaganda","Yes",,152968,51848,21,1,"http://t.co/tPBcG8mM","سانا عاجل","2012-05-08T10:29:44Z","FALSE","FALSE","SanaAjel","Syria- Damascus","en",574367939,370,"FALSE","http://pbs.twimg.com/profile_images/672101101185974272/sBqkzXiZ_normal.png"
"satiratribune","satire","Yes",,1924,877,702,647,"http://t.co/RDABMiKXUh","Satira Tribune","2008-12-01T23:52:26Z","FALSE","FALSE","SatiraTribune","Los Angeles","en",17793358,35,"FALSE","http://pbs.twimg.com/profile_images/658154854729146368/5bJHLtdM_normal.jpg"
"scgupdates","propaganda","Yes","Also find our content at http://t.co/jlu8iMbWBz Please note that we previously used a different twitter handle.",1662,27689,128,367,"http://t.co/lcU2vWVnUC","StormCloudsGathering","2010-02-07T05:47:27Z","FALSE","FALSE","SCGupdates",,"en",112078593,516,"FALSE","http://pbs.twimg.com/profile_images/812093871169511424/4lqC8lsS_normal.jpg"
"sgtreport","propaganda","Yes","The corporate propaganda antidote",43476,10161,754,277,"http://t.co/yTQkX4qD2M","SGTreport","2012-01-03T19:27:13Z","FALSE","FALSE","SGTreport",,"en",454232867,202,"FALSE","http://pbs.twimg.com/profile_images/494569039683792896/r2RQcm08_normal.jpeg"
"silverdoctors","propaganda","Yes","Gold and Silver Market Moving News.  Interviews with Premier Gold and Silver Miners and Experts.  Check us out at http://t.co/bSdKJn8Owr.",21818,12345,2,2524,"http://t.co/5mG3cJ2Avw","SilverDoctors.com","2011-04-16T13:24:32Z","FALSE","FALSE","SilverDoctors","https://twitter.com/","en",283047655,244,"FALSE","http://pbs.twimg.com/profile_images/3670418439/197a278a084a9d2fb8ede7083dfad6bb_normal.jpeg"
"sleuthjournal","propaganda","Yes","The Sleuth Journal is an independent alternative media organization comprised of individuals & groups working to expose the NWO.

FB: https://t.co/K4il6hbNpP",18223,4394,155,777,"http://t.co/CT1xmpw7","The Sleuth Journal","2012-10-11T01:04:36Z","FALSE","FALSE","SleuthJournal",,"en",872769931,96,"FALSE","http://pbs.twimg.com/profile_images/2703683855/408e26e1df2b71b08505914c4dfca2a4_normal.png"
"sottnet","propaganda","Yes","Independent journalism, unbiased analysis - the World for People who Think",120360,8674,43,665,"http://t.co/7R5ZjB2xSk","Signs Of The Times","2009-02-15T19:24:21Z","FALSE","FALSE","SOTTnet","Global","en",20930176,536,"FALSE","http://pbs.twimg.com/profile_images/686296415446798337/vqVp1ZeV_normal.jpg"
"southfronteng","propaganda","Yes","News, politics and analysis for those who like to think outside the box.",21499,10213,57,281,"http://t.co/4LMUoAAGEf","SouthFront","2014-03-03T05:38:47Z","FALSE","FALSE","southfronteng","info@southfront.org","en",2369910918,342,"FALSE","http://pbs.twimg.com/profile_images/687592587927138304/Z1scWw1M_normal.jpg"
"sputnikint","propaganda","Yes","Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",181802,186399,18,276,"https://t.co/CGNEJoSLHS","Sputnik","2009-04-22T12:55:28Z","FALSE","TRUE","SputnikInt",,"en",34262462,5758,"FALSE","http://pbs.twimg.com/profile_images/861827601723273216/f4cy9p5-_normal.jpg"
"strateg_culture","propaganda","Yes","Strategic Culture Foundation provides a platform for exclusive analysis, research and policy comment on Eurasian and global affairs.",7309,2234,265,85,"http://t.co/DizIjzPJhv","Strategic Culture","2010-11-10T15:02:06Z","FALSE","FALSE","Strateg_Culture",,"en",214091399,164,"FALSE","http://pbs.twimg.com/profile_images/2235426507/1pic_normal.jpg"
"superstation95","propaganda","Yes","New York City's News/Talk/Classic Rock Leader",2051,1846,0,84,"http://t.co/5mTO1noffL","SuperStation95","2014-04-16T09:43:07Z","FALSE","FALSE","SuperStation95","New York City, NY, USA","en",2446907407,36,"FALSE","http://pbs.twimg.com/profile_images/653335536686526464/1rK1v-9N_normal.png"
"survivopedia","propaganda","Yes","Growing encyclopedia of survival, your source of uncommon wisdom for dangerous times.",1598,775,125,327,"http://t.co/hldfGAUnm5","Survivopedia","2013-12-12T15:56:49Z","FALSE","FALSE","Survivopedia",,"en",2242566230,23,"FALSE","http://pbs.twimg.com/profile_images/413357617465925633/kEDLSP7a_normal.jpeg"
"tesspennington","propaganda","Yes","Preparedness geek, homesteader and best-selling author whose mission is to encourage and empower others through sustainable and mindful living. #GetPrepped",4636,1424,5,594,"http://t.co/Kl25MXzpnH","Ready Nutrition","2010-03-26T02:29:11Z","FALSE","FALSE","TessPennington","Pacific Northwest","en",126503408,109,"FALSE","http://pbs.twimg.com/profile_images/593298837545963521/tq0cZTnm_normal.jpg"
"tftproject","clickbait","Yes",,8623,11428,204,479,"http://t.co/kvUoh4bMVB","Free Thought Project","2013-10-17T01:51:01Z","FALSE","FALSE","TFTPROJECT",,"en",1965905149,256,"FALSE","http://pbs.twimg.com/profile_images/378800000621195716/58a8ae669d4ed1978a9f3770b57ad584_normal.jpeg"
"theancientcode","propaganda","Yes","Ancient Code-  Deciphering History together. Looking into the Ancient Alien Theory, Lost Civilizations, UFO phenomenon and beyond!",2796,3756,2,3,"http://t.co/7rHqJYp8v4","Ancient Code","2013-01-26T12:43:15Z","FALSE","FALSE","theAncientCode",,"en",1121890495,86,"FALSE","http://pbs.twimg.com/profile_images/689431546248364032/w7a_2TPC_normal.jpg"
"thebell_news","propaganda","Yes",,2711,705,0,27,"http://t.co/dlRioMyJWR","The Daily Bell","2013-09-12T12:30:56Z","FALSE","FALSE","TheBell_News","Media, News, Publishing","en",1857277280,36,"FALSE","http://pbs.twimg.com/profile_images/655010680874078209/rUyoUmbJ_normal.jpg"
"theblaze","clickbait","Yes","Authentic. Unfiltered. Fearless.",77654,633479,341,458,"https://t.co/58p7NRodkf","TheBlaze","2007-12-01T22:23:57Z","FALSE","TRUE","theblaze","Dallas, TX","en",10774652,7361,"FALSE","http://pbs.twimg.com/profile_images/753288359632527361/9aLk8rD__normal.jpg"
"thecommonseshow","propaganda","Yes","Dave is a radio host and writer.",4280,2427,0,25,"http://t.co/KHdbaSAgEE","thecommonsenseshow","2012-09-03T07:12:43Z","FALSE","FALSE","thecommonseshow",,"en",799826336,70,"FALSE","http://pbs.twimg.com/profile_images/526049813486252032/dG909AUQ_normal.jpeg"
"thedailysheeple","clickbait","Yes","Alternative news for the alternative mind. Non mainstream news, commentary, headlies and truth for sheeple of all walks of life",21002,9768,2929,717,"http://t.co/S0gvALJyn1","The Daily Sheeple","2012-09-14T00:40:44Z","FALSE","FALSE","TheDailySheeple",,"en",822423872,349,"FALSE","http://pbs.twimg.com/profile_images/378800000798110293/8d92e00d365bdaf85352fd2f141290b9_normal.jpeg"
"thedcgazette","hoax","Yes","Reading the Nation's Pulse (We Follow Back)",67263,3014,0,2714,"http://t.co/M3HjJxBznj","The Dc Gazette","2014-06-16T14:00:15Z","FALSE","FALSE","TheDcGazette","Washing DC","en",2571012091,45,"FALSE","http://pbs.twimg.com/profile_images/478610078090539008/_0o9ERQf_normal.jpeg"
"thedurandoes","propaganda","Not Found (HTTP 404)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"theevent2014","propaganda","Yes","The Event Chronicle is a daily alternative news blog for people interested in seeking truth and exploring alternate view points not covered in the mainstream.",16940,3858,721,903,"http://t.co/NHvDbtAaCA","The Event Chronicle","2014-02-20T21:53:37Z","FALSE","FALSE","TheEvent2014","Planet Earth","en",2353825572,74,"FALSE","http://pbs.twimg.com/profile_images/644306831855095809/r3oU8mRv_normal.jpg"
"thefederalist1","propaganda","Yes","The Federalist Papers Project : People who mean to be their own governors must be armed with the power knowledge gives",25801,8529,27,2712,"https://t.co/YNWs4CEb9F","TheFederalistPapers","2011-03-11T18:28:24Z","FALSE","FALSE","TheFederalist1","USA","en",264325600,223,"FALSE","http://pbs.twimg.com/profile_images/378800000475913843/9e03756926c91cd79a1e4ea8d83da232_normal.jpeg"
"thehuzlers","satire","Yes","Like on FB ➡ https://t.co/IRrG6Fsxw6",1230,6705,3993,12,"https://t.co/NgoyE8Up83","Huzlers","2014-01-21T04:12:24Z","FALSE","FALSE","TheHuzlers",,"en",2302467404,12,"FALSE","http://pbs.twimg.com/profile_images/447947992059117568/lEcU3JGB_normal.jpeg"
"theijr","propaganda","Yes","Independent Journal Review (IJR). 
Experience the News.",39730,146127,1954,3327,"https://t.co/RdnXJfMw4H","IJR","2012-01-26T01:06:41Z","FALSE","TRUE","TheIJR",,"en",474464413,1502,"FALSE","http://pbs.twimg.com/profile_images/784784264206442496/wKRVkdiE_normal.jpg"
"theinquisitr","clickbait","Yes","Feed for http://t.co/icHALasiQ3, national & global news, entertainment, health, science, lifestyle, sports, animal and more.",151610,57401,2382,15088,"http://t.co/W7rkMES1PW","Inquisitr News","2008-05-10T07:48:15Z","FALSE","TRUE","theinquisitr",,"en",14722676,1262,"FALSE","http://pbs.twimg.com/profile_images/703295151180025857/i-WGJv1C_normal.jpg"
"thenewcoldwar","propaganda","Yes","The New Cold War: Ukraine and beyond aims to provide accurate factual information about the Ukraine conflict and its rapidly-widening consequences.",31,134,0,30,"http://t.co/yKtUAYra3f","The New Cold War","2015-03-17T01:36:26Z","FALSE","FALSE","thenewcoldwar",,"en",3092618807,11,"FALSE","http://pbs.twimg.com/profile_images/577646249240735745/a2yBp-K-_normal.jpeg"
"thenewslo","satire","Yes","The First Ever Hybrid News/Satire Site! #ClickShowFacts! #Satire #Humor",20309,19481,315,13031,"http://t.co/hqTRuleVCX","Newslo","2011-10-18T22:53:26Z","FALSE","FALSE","TheNewslo",,"en",393693452,168,"FALSE","http://pbs.twimg.com/profile_images/378800000389688518/82d8bedf46e100258f464115121dd5d1_normal.png"
"theonion","satire","Yes","America's Finest News Source.",51161,9885037,1,15,"https://t.co/yrcmIUsgtR","The Onion","2008-03-04T02:48:37Z","FALSE","TRUE","TheOnion",,"en",14075928,74700,"FALSE","http://pbs.twimg.com/profile_images/594130975992328193/I0qqRlzA_normal.jpg"
"therebeltv","propaganda","Yes","A fearless source of news, opinion and activism. And some fun, too.",15287,81999,101,15066,"http://t.co/NC33RdyHSp","The Rebel","2015-02-13T23:28:17Z","FALSE","TRUE","TheRebelTV","Canada and the world","en",3018960919,830,"FALSE","http://pbs.twimg.com/profile_images/588028252897337347/MxdXWJ-C_normal.png"
"therussophile","propaganda","Yes","#Russia #News feed from free (= not owned by the globalist elite) media.  Hourly updated Russia News feed at: https://t.co/jDj2AHOmAX",393120,5194,27508,2297,"https://t.co/jDj2AHOmAX","Karl E","2011-10-25T15:58:40Z","FALSE","FALSE","therussophile","Moscow","en",398110728,192,"FALSE","http://pbs.twimg.com/profile_images/738092304326660096/RWBF_e8d_normal.jpg"
"thespoof","satire","Yes","Spoof news, political satire, parody and more! Gossip and entertainment, current affairs, sports, tech, science and business news and magazine. Join in the fun!",45708,787,0,103,"http://t.co/WIDQSQyOyJ","The Spoof","2011-01-13T11:50:15Z","FALSE","FALSE","TheSpoof",,"en",237686935,130,"FALSE","http://pbs.twimg.com/profile_images/1829645453/globey_normal.png"
